Pelecanus erythrorhynchos: ('species', 'Animalia', 4334, 'Pelecanus', 'genus')
Leymus multiflorus: ('hybrid', 'Plantae', 170838, 'Leymus', 'genus')
Elymus hansenii: ('hybrid', 'Plantae', 181749, 'Elymus', 'genus')
Plantago elongata: ('species', 'Plantae', 58229, 'Plantago', 'genus')
Plantago major: ('species', 'Plantae', 58961, 'Plantago', 'genus')
Plantago ovata: ('species', 'Plantae', 58230, 'Plantago', 'genus')
Plantago subnuda: ('species', 'Plantae', 60223, 'Plantago', 'genus')
Plantago truncata firma: ('subspecies', 'Plantae', 80134, 'Plantago truncata', 'species')
Plantago truncata: ('species', 'Plantae', 78621, 'Plantago', 'genus')
Plantago coronopus: ('species', 'Plantae', 58960, 'Plantago', 'genus')
Plantago maritima: ('species', 'Plantae', 68543, 'Plantago', 'genus')
Ariolimax buttoni: ('species', 'Animalia', 214185, 'Ariolimax', 'genus')
Ariolimacidae: ('family', 'Animalia', 629866, 'Stylommatophora', 'order')
Rhamnus: ('genus', 'Plantae', 54812, 'Rhamnaceae', 'family')
Rhamnus alaternus: ('species', 'Plantae', 82856, 'Rhamnus', 'genus')
Vanessa: ('genus', 'Animalia', 48507, 'Nymphalidae', 'family')
Sialia: ('genus', 'Animalia', 12935, 'Turdidae', 'family')
Sialia currucoides: ('species', 'Animalia', 12936, 'Sialia', 'genus')
Clarkia rhomboidea: ('species', 'Plantae', 61870, 'Clarkia', 'genus')
Clarkia breweri: ('species', 'Plantae', 56067, 'Clarkia', 'genus')
Clarkia davyi: ('species', 'Plantae', 61051, 'Clarkia', 'genus')
Clarkia franciscana: ('species', 'Plantae', 61899, 'Clarkia', 'genus')
Clarkia gracilis: ('species', 'Plantae', 61895, 'Clarkia', 'genus')
Clarkia epilobioides: ('species', 'Plantae', 58945, 'Clarkia', 'genus')
Clarkia modesta: ('species', 'Plantae', 58946, 'Clarkia', 'genus')
Clarkia biloba biloba: ('subspecies', 'Plantae', 51857, 'Clarkia biloba', 'species')
Clarkia biloba: ('species', 'Plantae', 51853, 'Clarkia', 'genus')
Sidalcea: ('genus', 'Plantae', 48798, 'Malvaceae', 'family')
Malvaceae: ('family', 'Plantae', 48797, 'Malvales', 'order')
Sidalcea calycosa: ('species', 'Plantae', 67831, 'Sidalcea', 'genus')
Sidalcea hickmanii viridis: ('subspecies', 'Plantae', 80204, 'Sidalcea hickmanii', 'species')
Sidalcea hickmanii: ('species', 'Plantae', 79085, 'Sidalcea', 'genus')
Sidalcea malachroides: ('species', 'Plantae', 79087, 'Sidalcea', 'genus')
Sidalcea glaucescens: ('species', 'Plantae', 61357, 'Sidalcea', 'genus')
Neotamias: ('genus', 'Animalia', 197808, 'Sciuridae', 'family')
Neotamias sonomae: ('species', 'Animalia', 225754, 'Neotamias', 'genus')
Phalaenoptilus nuttallii: ('species', 'Animalia', 19609, 'Phalaenoptilus', 'genus')
Phalaenoptilus: ('genus', 'Animalia', 19608, 'Caprimulgidae', 'family')
Caprimulgidae: ('family', 'Animalia', 19376, 'Caprimulgiformes', 'order')
Salicornia: ('genus', 'Plantae', 52617, 'Amaranthaceae', 'family')
Salicornia depressa: ('species', 'Plantae', 78930, 'Salicornia', 'genus')
Packera: ('genus', 'Plantae', 54923, 'Asteraceae', 'family')
Packera eurycephala eurycephala: ('variety', 'Plantae', 81167, 'Packera eurycephala', 'species')
Packera eurycephala: ('species', 'Plantae', 78319, 'Packera', 'genus')
Papaver: ('genus', 'Plantae', 52504, 'Papaveraceae', 'family')
Papaver californicum: ('species', 'Plantae', 58958, 'Papaver', 'genus')
Gambusia: ('genus', 'Animalia', 59117, 'Poeciliidae', 'family')
Poeciliidae: ('family', 'Animalia', 59116, 'Cyprinodontiformes', 'order')
Cyprinodontiformes: ('order', 'Animalia', 49333, 'Actinopterygii', 'class')
Actinopterygii: ('class', 'Animalia', 47178, 'Chordata', 'phylum')
Micropterus: ('genus', 'Animalia', 49589, 'Centrarchidae', 'family')
Centrarchidae: ('family', 'Animalia', 49588, 'Centrarchiformes', 'order')
Centrarchiformes: ('order', 'Animalia', 1303731, 'Actinopterygii', 'class')
Cyprinus: ('genus', 'Animalia', 53912, 'Cyprinidae', 'family')
Cyprinidae: ('family', 'Animalia', 49609, 'Cypriniformes', 'order')
Cypriniformes: ('order', 'Animalia', 49216, 'Actinopterygii', 'class')
Notholithocarpus: ('genus', 'Plantae', 69822, 'Fagaceae', 'family')
Notholithocarpus densiflorus echinoides: ('variety', 'Plantae', 81154, 'Notholithocarpus densiflorus', 'species')
Calycadenia: ('genus', 'Plantae', 56864, 'Asteraceae', 'family')
Calycadenia truncata: ('species', 'Plantae', 62567, 'Calycadenia', 'genus')
Exobasidiaceae: ('family', 'Fungi', 130025, 'Exobasidiales', 'order')
Exobasidiales: ('order', 'Fungi', 130024, 'Exobasidiomycetes', 'class')
Exobasidiomycetes: ('class', 'Fungi', 130023, 'Basidiomycota', 'phylum')
Exobasidium vaccinii: ('species', 'Fungi', 130020, 'Exobasidium', 'genus')
Exobasidium vaccinii-uliginosi: ('species', 'Fungi', 552378, 'Exobasidium', 'genus')
Rhodofomes: ('genus', 'Fungi', 539002, 'Fomitopsidaceae', 'family')
Fomitopsidaceae: ('family', 'Fungi', 55974, 'Polyporales', 'order')
Fomitopsis: ('genus', 'Fungi', 118056, 'Fomitopsidaceae', 'family')
Triphysaria eriantha rosea: ('subspecies', 'Plantae', 61114, 'Triphysaria eriantha', 'species')
Heterotheca sessiliflora bolanderi: ('subspecies', 'Plantae', 61170, 'Heterotheca sessiliflora', 'species')
Pinus: ('genus', 'Plantae', 47561, 'Pinaceae', 'family')
Pinus attenuata: ('species', 'Plantae', 64047, 'Pinus', 'genus')
Pinus ponderosa: ('species', 'Plantae', 48461, 'Pinus', 'genus')
Pinus coulteri: ('species', 'Plantae', 67330, 'Pinus', 'genus')
Pinus sabiniana: ('species', 'Plantae', 58772, 'Pinus', 'genus')
Pinus torreyana: ('species', 'Plantae', 78587, 'Pinus', 'genus')
Pinus pinea: ('species', 'Plantae', 63621, 'Pinus', 'genus')
Hylephila: ('genus', 'Animalia', 50341, 'Hesperiidae', 'family')
Hesperiidae: ('family', 'Animalia', 47653, 'Lepidoptera', 'order')
Lon: ('genus', 'Animalia', 1081313, 'Hesperiidae', 'family')
Erynnis: ('genus', 'Animalia', 47652, 'Hesperiidae', 'family')
Heliotropium: ('genus', 'Plantae', 48896, 'Boraginaceae', 'family')
Heliotropium europaeum: ('species', 'Plantae', 77365, 'Heliotropium', 'genus')
Ampedus: ('genus', 'Animalia', 86405, 'Elateridae', 'family')
Elateridae: ('family', 'Animalia', 53248, 'Coleoptera', 'order')
Salix lasiandra: ('species', 'Plantae', 78943, 'Salix', 'genus')
Salix gooddingii: ('species', 'Plantae', 60240, 'Salix', 'genus')
Salix laevigata: ('species', 'Plantae', 58319, 'Salix', 'genus')
Salix sitchensis: ('species', 'Plantae', 61100, 'Salix', 'genus')
Salix babylonica: ('species', 'Plantae', 58316, 'Salix', 'genus')
Salix exigua hindsiana: ('variety', 'Plantae', 64195, 'Salix exigua', 'species')
Salix exigua: ('species', 'Plantae', 59008, 'Salix', 'genus')
Salix hookeriana: ('species', 'Plantae', 78941, 'Salix', 'genus')
Salix scouleriana: ('species', 'Plantae', 71076, 'Salix', 'genus')
Bromus arenarius: ('species', 'Plantae', 58368, 'Bromus', 'genus')
Bromus berteroanus: ('species', 'Plantae', 75897, 'Bromus', 'genus')
Bromus carinatus: ('species', 'Plantae', 52700, 'Bromus', 'genus')
Bromus catharticus: ('species', 'Plantae', 60276, 'Bromus', 'genus')
Bromus ciliatus: ('species', 'Plantae', 75899, 'Bromus', 'genus')
Bromus diandrus: ('species', 'Plantae', 52702, 'Bromus', 'genus')
Bromus hordeaceus: ('species', 'Plantae', 52703, 'Bromus', 'genus')
Bromus japonicus: ('species', 'Plantae', 75904, 'Bromus', 'genus')
Bromus laevipes: ('species', 'Plantae', 52704, 'Bromus', 'genus')
Bromus madritensis: ('species', 'Plantae', 52707, 'Bromus', 'genus')
Bromus maritimus: ('species', 'Plantae', 71142, 'Bromus', 'genus')
Bromus racemosus: ('species', 'Plantae', 75909, 'Bromus', 'genus')
Bromus sterilis: ('species', 'Plantae', 57163, 'Bromus', 'genus')
Bromus tectorum: ('species', 'Plantae', 58369, 'Bromus', 'genus')
Bromus vulgaris: ('species', 'Plantae', 75915, 'Bromus', 'genus')
Microseris: ('genus', 'Plantae', 54047, 'Asteraceae', 'family')
Microseris campestris: ('species', 'Plantae', 58031, 'Microseris', 'genus')
Microseris bigelovii: ('species', 'Plantae', 60977, 'Microseris', 'genus')
Microseris elegans: ('species', 'Plantae', 58032, 'Microseris', 'genus')
Microseris sylvatica: ('species', 'Plantae', 78037, 'Microseris', 'genus')
Microseris paludosa: ('species', 'Plantae', 60976, 'Microseris', 'genus')
Reithrodontomys megalotis: ('species', 'Animalia', 44431, 'Reithrodontomys', 'genus')
Reithrodontomys: ('genus', 'Animalia', 44419, 'Cricetidae', 'family')
Reithrodontomys raviventris: ('species', 'Animalia', 44434, 'Reithrodontomys', 'genus')
Prionitis: ('genus', 'Plantae', 117839, 'Halymeniaceae', 'family')
Halymeniaceae: ('family', 'Plantae', 117838, 'Halymeniales', 'order')
Halymeniales: ('order', 'Plantae', 117837, 'Florideophyceae', 'class')
Florideophyceae: ('class', 'Plantae', 57775, 'Rhodophyta', 'phylum')
Rhodophyta: ('phylum', 'Plantae', 57774, 'Plantae', 'kingdom')
Corvus: ('genus', 'Animalia', 7998, 'Corvidae', 'family')
Anisocarpus: ('genus', 'Plantae', 53141, 'Asteraceae', 'family')
Lagophylla: ('genus', 'Plantae', 56966, 'Asteraceae', 'family')
Tiarella trifoliata: ('species', 'Plantae', 51643, 'Tiarella', 'genus')
Tiarella: ('genus', 'Plantae', 51644, 'Saxifragaceae', 'family')
Tiarella trifoliata trifoliata: ('variety', 'Plantae', 51649, 'Tiarella trifoliata', 'species')
Euonymus occidentalis occidentalis: ('variety', 'Plantae', 80894, 'Euonymus occidentalis', 'species')
Euonymus: ('genus', 'Plantae', 47538, 'Celastraceae', 'family')
Celastraceae: ('family', 'Plantae', 47539, 'Celastrales', 'order')
Celastrales: ('order', 'Plantae', 47540, 'Magnoliopsida', 'class')
Euonymus occidentalis parishii: ('variety', 'Plantae', 80895, 'Euonymus occidentalis', 'species')
Dermestidae: ('family', 'Animalia', 81951, 'Coleoptera', 'order')
Selasphorus sasin: ('species', 'Animalia', 6359, 'Selasphorus', 'genus')
Selasphorus: ('genus', 'Animalia', 6358, 'Trochilidae', 'family')
Selasphorus rufus: ('species', 'Animalia', 6363, 'Selasphorus', 'genus')
Selasphorus calliope: ('species', 'Animalia', 199914, 'Selasphorus', 'genus')
Cytisus: ('genus', 'Plantae', 48539, 'Fabaceae', 'family')
Cytisus striatus: ('species', 'Plantae', 76598, 'Cytisus', 'genus')
Cytisus multiflorus: ('species', 'Plantae', 76596, 'Cytisus', 'genus')
Lampropeltis: ('genus', 'Animalia', 29768, 'Colubridae', 'family')
Lampropeltis zonata: ('species', 'Animalia', 371962, 'Lampropeltis', 'genus')
Narcissus: ('genus', 'Plantae', 53597, 'Amaryllidaceae', 'family')
Narcissus pseudonarcissus: ('species', 'Plantae', 55848, 'Narcissus', 'genus')
Nereocystis: ('genus', 'Chromista', 120502, 'Laminariaceae', 'family')
Laminariaceae: ('family', 'Chromista', 67425, 'Laminariales', 'order')
Laminariales: ('order', 'Chromista', 68789, 'Phaeophyceae', 'class')
Phaeophyceae: ('class', 'Chromista', 48220, 'Ochrophyta', 'phylum')
Ochrophyta: ('phylum', 'Chromista', 48221, 'Chromista', 'kingdom')
Chromista: ('kingdom', 'Chromista', 48222, None, None)
Campanula californica: ('species', 'Plantae', 60991, 'Campanula', 'genus')
Toxomerus: ('genus', 'Animalia', 58753, 'Syrphidae', 'family')
Mordellidae: ('family', 'Animalia', 81969, 'Coleoptera', 'order')
Aquarius remigis: ('complex', 'Animalia', 1144391, 'Aquarius', 'genus')
Aquarius: ('genus', 'Animalia', 59652, 'Gerridae', 'family')
Gerridae: ('family', 'Animalia', 59653, 'Hemiptera', 'order')
Zonotrichia: ('genus', 'Animalia', 9175, 'Passerellidae', 'family')
Leptosiphon pygmaeus: ('species', 'Plantae', 77699, 'Leptosiphon', 'genus')
Leptosiphon bolanderi: ('species', 'Plantae', 77682, 'Leptosiphon', 'genus')
Leptosiphon croceus: ('species', 'Plantae', 77685, 'Leptosiphon', 'genus')
Leptosiphon rosaceus: ('species', 'Plantae', 77701, 'Leptosiphon', 'genus')
Leptosiphon ciliatus: ('species', 'Plantae', 77684, 'Leptosiphon', 'genus')
Leptosiphon acicularis: ('species', 'Plantae', 58972, 'Leptosiphon', 'genus')
Acer: ('genus', 'Plantae', 47727, 'Sapindaceae', 'family')
Acer negundo: ('species', 'Plantae', 47726, 'Acer', 'genus')
Aeronautes: ('genus', 'Animalia', 6545, 'Apodidae', 'family')
Apodidae: ('family', 'Animalia', 6544, 'Caprimulgiformes', 'order')
Chaetura vauxi: ('species', 'Animalia', 6557, 'Chaetura', 'genus')
Chaetura: ('genus', 'Animalia', 6556, 'Apodidae', 'family')
Cypseloides niger: ('species', 'Animalia', 6667, 'Cypseloides', 'genus')
Cypseloides: ('genus', 'Animalia', 6663, 'Apodidae', 'family')
Elgaria multicarinata: ('species', 'Animalia', 32055, 'Elgaria', 'genus')
Elgaria multicarinata webbii: ('subspecies', 'Animalia', 32058, 'Elgaria multicarinata', 'species')
Pacifastacus: ('genus', 'Animalia', 53710, 'Astacidae', 'family')
Astacidae: ('family', 'Animalia', 53709, 'Decapoda', 'order')
Decapoda: ('order', 'Animalia', 47186, 'Malacostraca', 'class')
Malacostraca: ('class', 'Animalia', 47187, 'Arthropoda', 'phylum')
Armadillidium: ('genus', 'Animalia', 48295, 'Armadillidiidae', 'family')
Armadillidiidae: ('family', 'Animalia', 48296, 'Isopoda', 'order')
Isopoda: ('order', 'Animalia', 48147, 'Malacostraca', 'class')
Xylophagidae: ('family', 'Animalia', 120352, 'Diptera', 'order')
Lactuca biennis: ('species', 'Plantae', 77616, 'Lactuca', 'genus')
Triphysaria versicolor faucibarbata: ('subspecies', 'Plantae', 60737, 'Triphysaria versicolor', 'species')
Triphysaria versicolor: ('species', 'Plantae', 60735, 'Triphysaria', 'genus')
Triphysaria versicolor versicolor: ('subspecies', 'Plantae', 60736, 'Triphysaria versicolor', 'species')
Delphinium hansenii: ('species', 'Plantae', 59978, 'Delphinium', 'genus')
Vaccinium: ('genus', 'Plantae', 48353, 'Ericaceae', 'family')
Vaccinium cespitosum: ('species', 'Plantae', 79470, 'Vaccinium', 'genus')
Vaccinium parvifolium: ('species', 'Plantae', 48354, 'Vaccinium', 'genus')
Heuchera: ('genus', 'Plantae', 48385, 'Saxifragaceae', 'family')
Heuchera maxima: ('species', 'Plantae', 64106, 'Heuchera', 'genus')
Plestiodon: ('genus', 'Animalia', 37763, 'Scincidae', 'family')
Scincidae: ('family', 'Animalia', 36982, 'Squamata', 'order')
Plestiodon gilberti cancellosus: ('subspecies', 'Animalia', 115965, 'Plestiodon gilberti', 'species')
Plestiodon gilberti: ('species', 'Animalia', 73789, 'Plestiodon', 'genus')
Sassacus: ('genus', 'Animalia', 117397, 'Salticidae', 'family')
Salticidae: ('family', 'Animalia', 48139, 'Araneae', 'order')
Phidippus johnsoni: ('complex', 'Animalia', 1362558, 'Phidippus', 'genus')
Phidippus: ('genus', 'Animalia', 53810, 'Salticidae', 'family')
Streptanthus glandulosus: ('species', 'Plantae', 58784, 'Streptanthus', 'genus')
Streptanthus glandulosus albidus: ('subspecies', 'Plantae', 80227, 'Streptanthus glandulosus', 'species')
Streptanthus glandulosus pulchellus: ('subspecies', 'Plantae', 80229, 'Streptanthus glandulosus', 'species')
Streptanthus glandulosus secundus: ('subspecies', 'Plantae', 80230, 'Streptanthus glandulosus', 'species')
Streptanthus glandulosus niger: ('subspecies', 'Plantae', 61330, 'Streptanthus glandulosus', 'species')
Hypericum anagalloides: ('species', 'Plantae', 61032, 'Hypericum', 'genus')
Hypericum: ('genus', 'Plantae', 52761, 'Hypericaceae', 'family')
Hypericaceae: ('family', 'Plantae', 71412, 'Malpighiales', 'order')
Hypericum scouleri: ('species', 'Plantae', 77484, 'Hypericum', 'genus')
Hypericum concinnum: ('species', 'Plantae', 54054, 'Hypericum', 'genus')
Hypericum canariense: ('species', 'Plantae', 77482, 'Hypericum', 'genus')
Hypericum grandifolium: ('species', 'Plantae', 181908, 'Hypericum', 'genus')
Tamalia: ('genus', 'Animalia', 61136, 'Aphididae', 'family')
Ctenolepisma: ('genus', 'Animalia', 183203, 'Lepismatidae', 'family')
Lepismatidae: ('family', 'Animalia', 48300, 'Zygentoma', 'order')
Zygentoma: ('order', 'Animalia', 48301, 'Insecta', 'class')
Myrtaceae: ('family', 'Plantae', 51816, 'Myrtales', 'order')
Eucalyptus viminalis: ('species', 'Plantae', 77093, 'Eucalyptus', 'genus')
Eucalyptus pulchella: ('species', 'Plantae', 77091, 'Eucalyptus', 'genus')
Eucalyptus camaldulensis: ('species', 'Plantae', 64128, 'Eucalyptus', 'genus')
Eucalyptus tereticornis: ('species', 'Plantae', 58208, 'Eucalyptus', 'genus')
Archilochus alexandri: ('species', 'Animalia', 6433, 'Archilochus', 'genus')
Archilochus: ('genus', 'Animalia', 6431, 'Trochilidae', 'family')
Cynanthus latirostris: ('species', 'Animalia', 6141, 'Cynanthus', 'genus')
Cynanthus: ('genus', 'Animalia', 6140, 'Trochilidae', 'family')
Verbena bonariensis: ('species', 'Plantae', 79487, 'Verbena', 'genus')
Verbena bracteata: ('species', 'Plantae', 79488, 'Verbena', 'genus')
Sphaerophoria: ('genus', 'Animalia', 52965, 'Syrphidae', 'family')
Sphaerophoria contigua: ('species', 'Animalia', 335743, 'Sphaerophoria', 'genus')
Falco: ('genus', 'Animalia', 4638, 'Falconidae', 'family')
Falconidae: ('family', 'Animalia', 4637, 'Falconiformes', 'order')
Falconiformes: ('order', 'Animalia', 67570, 'Aves', 'class')
Falco peregrinus: ('species', 'Animalia', 4647, 'Falco', 'genus')
Falco columbarius: ('species', 'Animalia', 4672, 'Falco', 'genus')
Falco mexicanus: ('species', 'Animalia', 4644, 'Falco', 'genus')
Dudleya farinosa: ('species', 'Plantae', 51889, 'Dudleya', 'genus')
Dudleya: ('genus', 'Plantae', 51891, 'Crassulaceae', 'family')
Dudleya abramsii: ('species', 'Plantae', 76722, 'Dudleya', 'genus')
Dudleya caespitosa: ('species', 'Plantae', 76727, 'Dudleya', 'genus')
Dudleya lanceolata: ('species', 'Plantae', 58137, 'Dudleya', 'genus')
Prunus ilicifolia lyonii: ('subspecies', 'Plantae', 64124, 'Prunus ilicifolia', 'species')
Tragopogon: ('genus', 'Plantae', 54142, 'Asteraceae', 'family')
Sceloporus graciosus gracilis: ('subspecies', 'Animalia', 55959, 'Sceloporus graciosus', 'species')
Sceloporus graciosus: ('species', 'Animalia', 55960, 'Sceloporus', 'genus')
Sceloporus: ('genus', 'Animalia', 36141, 'Phrynosomatidae', 'family')
Phrynosomatidae: ('family', 'Animalia', 36074, 'Squamata', 'order')
Petasites frigidus: ('species', 'Plantae', 55780, 'Petasites', 'genus')
Petasites: ('genus', 'Plantae', 55779, 'Asteraceae', 'family')
Petasites fragrans: ('species', 'Plantae', 132336, 'Petasites', 'genus')
Viola: ('genus', 'Plantae', 50829, 'Violaceae', 'family')
Violaceae: ('family', 'Plantae', 50828, 'Malpighiales', 'order')
Viola purpurea: ('species', 'Plantae', 70391, 'Viola', 'genus')
Viola douglasii: ('species', 'Plantae', 79508, 'Viola', 'genus')
Viola sheltonii: ('species', 'Plantae', 70394, 'Viola', 'genus')
Viola adunca adunca: ('variety', 'Plantae', 53339, 'Viola adunca', 'species')
Viola adunca: ('species', 'Plantae', 53328, 'Viola', 'genus')
Viola odorata: ('species', 'Plantae', 55845, 'Viola', 'genus')
Malva arborea: ('species', 'Plantae', 77950, 'Malva', 'genus')
Malva sylvestris: ('species', 'Plantae', 56162, 'Malva', 'genus')
Malva neglecta: ('species', 'Plantae', 77952, 'Malva', 'genus')
Malva parviflora: ('species', 'Plantae', 58202, 'Malva', 'genus')
Cyclosa: ('genus', 'Animalia', 127360, 'Araneidae', 'family')
Potentilla indica: ('species', 'Plantae', 243824, 'Potentilla', 'genus')
Potentilla: ('genus', 'Plantae', 53186, 'Rosaceae', 'family')
Potentilla hickmanii: ('species', 'Plantae', 78730, 'Potentilla', 'genus')
Dipsacus: ('genus', 'Plantae', 53030, 'Caprifoliaceae', 'family')
Dipsacus fullonum: ('species', 'Plantae', 56002, 'Dipsacus', 'genus')
Neolentinus: ('genus', 'Fungi', 311293, 'Gloeophyllaceae', 'family')
Gloeophyllaceae: ('family', 'Fungi', 67340, 'Gloeophyllales', 'order')
Gloeophyllales: ('order', 'Fungi', 67339, 'Agaricomycetes', 'class')
Gomphaceae: ('family', 'Fungi', 48710, 'Gomphales', 'order')
Gomphales: ('order', 'Fungi', 55154, 'Agaricomycetes', 'class')
Guepinia: ('genus', 'Fungi', 348834, 'Auriculariales', 'order')
Auriculariales: ('order', 'Fungi', 50815, 'Agaricomycetes', 'class')
Fulica: ('genus', 'Animalia', 472, 'Rallidae', 'family')
Rallidae: ('family', 'Animalia', 154, 'Gruiformes', 'order')
